1.000000000000000038e-25,0.000000000000000000e+00
1.000000000000000056e-01,2.131558809314640368e-01
2.000000000000000111e-01,1.249614164782883730e-01
3.000000000000000444e-01,1.014392455938438187e-01
4.000000000000000222e-01,9.041770184355427120e-02
5.000000000000000000e-01,8.366707652838752118e-02
6.000000000000000888e-01,7.873350691907735066e-02
7.000000000000000666e-01,7.463812296985580796e-02
8.000000000000000444e-01,7.092213998363319782e-02
9.000000000000000222e-01,6.735193980848483419e-02
1.000000000000000000e+00,6.380701849489045507e-02
1.100000000000000089e+00,6.023047051618281300e-02
1.200000000000000178e+00,5.660414496309103261e-02
1.300000000000000044e+00,5.293458057597331956e-02
1.400000000000000133e+00,4.924404330877145408e-02
1.500000000000000000e+00,4.556418920414848084e-02
1.600000000000000089e+00,4.193124973304229730e-02
1.700000000000000178e+00,3.838226463904823721e-02
1.800000000000000044e+00,3.495217364145050687e-02
1.900000000000000133e+00,3.167169320707066693e-02
2.000000000000000000e+00,2.856593045930539213e-02
2.100000000000000089e+00,2.565366985344863515e-02
2.200000000000000178e+00,2.294723858942133987e-02
2.300000000000000266e+00,2.045283146603690816e-02
2.400000000000000355e+00,1.817116371911853268e-02
2.500000000000000000e+00,1.609832323776837215e-02
2.600000000000000089e+00,1.422670885413303971e-02
2.700000000000000178e+00,1.254596444540620123e-02
2.800000000000000266e+00,1.104384441710207221e-02
2.900000000000000355e+00,9.706970744523795575e-03
3.000000000000000000e+00,8.521462565993408872e-03
3.100000000000000089e+00,7.473435188727624301e-03
3.200000000000000178e+00,6.549376219684883114e-03
3.300000000000000266e+00,5.736412987196926397e-03
3.400000000000000355e+00,5.022488411578033239e-03
3.500000000000000000e+00,4.396463003867485085e-03
3.600000000000000089e+00,3.848159604546032460e-03
3.700000000000000178e+00,3.368365522834097098e-03
3.800000000000000266e+00,2.948804414540528822e-03
3.900000000000000355e+00,2.582087883399506595e-03
4.000000000000000000e+00,2.261654611513751190e-03
4.100000000000000533e+00,1.981702922834355056e-03
4.200000000000000178e+00,1.737121095750834886e-03
4.299999999999999822e+00,1.523418461050097313e-03
4.400000000000000355e+00,1.336659320728917841e-03
4.500000000000000000e+00,1.173400961967996153e-03
4.600000000000000533e+00,1.030636477177789608e-03
4.700000000000000178e+00,9.057426958616447438e-04
4.800000000000000711e+00,7.964332521781004870e-04
4.900000000000000355e+00,7.007166240558214410e-04
5.000000000000000000e+00,6.168588615076930600e-04
5.100000000000000533e+00,5.433506543588155664e-04
5.200000000000000178e+00,4.788783581811177593e-04
5.300000000000000711e+00,4.222985905985876553e-04
5.400000000000000355e+00,3.726160199302897707e-04
5.500000000000000000e+00,3.289639882567533830e-04
5.600000000000000533e+00,2.905876370433301166e-04
5.700000000000000178e+00,2.568292323560179748e-04
5.800000000000000711e+00,2.271154163634450879e-04
5.900000000000000355e+00,2.009461408518516362e-04
6.000000000000000000e+00,1.778850660249715367e-04
6.100000000000000533e+00,1.575512334213443428e-04
6.200000000000000178e+00,1.396118451167581659e-04
6.300000000000000711e+00,1.237760024204281450e-04
6.400000000000000355e+00,1.097892760645426743e-04
6.500000000000000000e+00,9.742899654202201486e-05
6.600000000000000533e+00,8.650016792126267149e-05
6.700000000000000178e+00,7.683192133291766985e-05
6.800000000000000711e+00,6.827443556175059772e-05
6.900000000000000355e+00,6.069626196201542375e-05
7.000000000000000000e+00,5.398199941433976927e-05
7.100000000000000533e+00,4.803027241026334548e-05
7.200000000000000178e+00,4.275197172803265895e-05
7.300000000000000711e+00,3.806872267670801530e-05
7.400000000000000355e+00,3.391155064779107804e-05
7.500000000000000000e+00,3.021971782417945407e-05
7.600000000000000533e+00,2.693970844286406560e-05
7.700000000000000178e+00,2.402434306701250745e-05
7.800000000000000711e+00,2.143200496160650826e-05
7.900000000000000355e+00,1.912596394254450263e-05
8.000000000000000000e+00,1.707378503221765510e-05
8.099999999999999645e+00,1.524681094837079522e-05
8.200000000000001066e+00,1.361970891494727607e-05
8.300000000000000711e+00,1.217007354584098409e-05
8.400000000000000355e+00,1.087807864276671337e-05
8.500000000000000000e+00,9.726171690706847885e-06
8.599999999999999645e+00,8.698805649115051741e-06
8.700000000000001066e+00,7.782203341923187086e-06
8.800000000000000711e+00,6.964150359571747437e-06
8.900000000000000355e+00,6.233812914814082918e-06
9.000000000000000000e+00,5.581577552145612530e-06
9.099999999999999645e+00,4.998910008021281275e-06
9.200000000000001066e+00,4.478230863842937119e-06
9.300000000000000711e+00,4.012805933155543375e-06
9.400000000000000355e+00,3.596649584732452136e-06
9.500000000000000000e+00,3.224439429541730278e-06
9.600000000000001421e+00,2.891440996523518053e-06
9.700000000000001066e+00,2.593441193604699628e-06
9.800000000000000711e+00,2.326689499814482550e-06
9.900000000000000355e+00,2.087845964671179612e-06
1.000000000000000000e+01,1.873935204709203088e-06
1.010000000000000142e+01,1.682305686288980592e-06
1.020000000000000107e+01,1.510593670568009602e-06
1.030000000000000071e+01,1.356691272340689743e-06
1.040000000000000036e+01,1.218718150792513310e-06
1.050000000000000000e+01,1.094996408283993621e-06
1.060000000000000142e+01,9.840283241448147475e-07
1.070000000000000107e+01,8.844765950397155480e-07
1.080000000000000071e+01,7.951467925641823149e-07
1.090000000000000036e+01,7.149717830361703831e-07
1.100000000000000000e+01,6.429978845729584710e-07
1.110000000000000142e+01,5.783725630062879920e-07
1.120000000000000107e+01,5.203334914514027693e-07
1.130000000000000071e+01,4.681988188052789585e-07
1.140000000000000036e+01,4.213585104538904967e-07
1.150000000000000000e+01,3.792666403204639257e-07
1.160000000000000142e+01,3.414345273517520484e-07
1.170000000000000107e+01,3.074246218475610358e-07
1.180000000000000071e+01,2.768450578929236671e-07
1.190000000000000036e+01,2.493447977284511588e-07
1.200000000000000000e+01,2.246093023474477865e-07
1.210000000000000142e+01,2.023566700734980654e-07
1.220000000000000107e+01,1.823341914680024601e-07
1.230000000000000071e+01,1.643152747475652733e-07
1.240000000000000036e+01,1.480967010472622745e-07
1.250000000000000000e+01,1.334961734277649116e-07
1.260000000000000142e+01,1.203501275621746816e-07
1.270000000000000107e+01,1.085117756141454109e-07
1.280000000000000071e+01,9.784935798642854021e-08
1.290000000000000036e+01,8.824458042635042635e-08
1.300000000000000000e+01,7.959121646375279235e-08
1.310000000000000142e+01,7.179385736457721952e-08
1.320000000000000107e+01,6.476679374218510839e-08
1.330000000000000071e+01,5.843301470732405658e-08
1.340000000000000036e+01,5.272331198168167030e-08
1.350000000000000000e+01,4.757547777156200463e-08
1.360000000000000142e+01,4.293358641706393501e-08
1.370000000000000107e+01,3.874735091561004016e-08
1.380000000000000071e+01,3.497154638219124949e-08
1.390000000000000036e+01,3.156549336576651513e-08
1.400000000000000000e+01,2.849259470395055896e-08
1.410000000000000142e+01,2.571992027704550715e-08
1.420000000000000107e+01,2.321783462698922924e-08
1.430000000000000071e+01,2.095966294527806397e-08
1.440000000000000036e+01,1.892139141369807142e-08
1.450000000000000000e+01,1.708139830931823142e-08
1.460000000000000142e+01,1.542021266643968286e-08
1.470000000000000107e+01,1.392029762819615565e-08
1.480000000000000071e+01,1.256585592379362389e-08
1.490000000000000036e+01,1.134265517802820721e-08
1.500000000000000000e+01,1.023787100128165084e-08
1.510000000000000142e+01,9.239946023883279807e-09
1.520000000000000107e+01,8.338463231333699579e-09
1.530000000000000071e+01,7.524032128958139442e-09
1.540000000000000036e+01,6.788186418299527263e-09
1.550000000000000000e+01,6.123292004979358530e-09
1.560000000000000142e+01,5.522464280601347912e-09
1.570000000000000107e+01,4.979493731129399328e-09
1.580000000000000071e+01,4.488779022428838087e-09
1.590000000000000036e+01,4.045266801568243290e-09
1.600000000000000000e+01,3.644397531147641039e-09
1.610000000000000142e+01,3.282056744331074769e-09
1.619999999999999929e+01,2.954531171304466072e-09
1.630000000000000071e+01,2.658469244331344074e-09
1.640000000000000213e+01,2.390845539145365527e-09
1.650000000000000000e+01,2.148928755720183020e-09
1.660000000000000142e+01,1.930252882051469168e-09
