0.000000000000000000e+00,3.779731250460077741e-02
1.000000000000000000e+00,1.853829156209877219e-02
2.000000000000000000e+00,7.489460556891472040e-03
3.000000000000000000e+00,9.643794446708276293e-04
4.000000000000000000e+00,1.808871686551557503e-04
5.000000000000000000e+00,4.320795731166309568e-05
6.000000000000000000e+00,9.936730637117931704e-06
7.000000000000000000e+00,2.352609146402897224e-06
8.000000000000000000e+00,5.550580275243952240e-07
9.000000000000000000e+00,1.314630486221096275e-07
1.000000000000000000e+01,3.113099442986139961e-08
1.100000000000000000e+01,7.375919671112586752e-09
1.200000000000000000e+01,1.747630725209811794e-09
1.300000000000000000e+01,4.141121424708837186e-10
1.400000000000000000e+01,9.812723859818554400e-11
1.500000000000000000e+01,2.325257620141049934e-11
1.600000000000000000e+01,5.510083871925950971e-12
1.700000000000000000e+01,1.305508288957584104e-12
1.800000000000000000e+01,3.094339769814485006e-13
1.900000000000000000e+01,7.345963254078106383e-14
2.000000000000000000e+01,1.721956736682394695e-14
2.100000000000000000e+01,4.143269064433264325e-15
2.200000000000000000e+01,7.721989919080617413e-16
2.300000000000000000e+01,4.136676625221738955e-16
2.400000000000000000e+01,7.120420274997019924e-17
2.500000000000000000e+01,4.223456045050107383e-17
2.600000000000000000e+01,4.936557878120647711e-17
2.700000000000000000e+01,4.936557878120647711e-17
2.800000000000000000e+01,4.936557878120647711e-17
2.900000000000000000e+01,4.936557878120647711e-17
3.000000000000000000e+01,4.936557878120647711e-17
3.100000000000000000e+01,4.936557878120647711e-17
3.200000000000000000e+01,4.936557878120647711e-17
3.300000000000000000e+01,4.936557878120647711e-17
3.400000000000000000e+01,4.936557878120647711e-17
